"genome1","gene1","genome2","gene2","pident_nucl","palign_nucl"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00794","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00302","98.255","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00795","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00301","96.623","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00796","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00300","93.977","100.054288816504"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00797","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00299","97.91","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00798","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00298","79.84","101.215838965619"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00799","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00297","97.484","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00800","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00296","97.297","100.15467904099"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00801","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00295","96.748","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00802","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00294","98.261","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00803","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00293","97.792","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00804","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00292","97.972","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00805","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00291","95.101","100.169204737733"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00806","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00290","96.443","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00807","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00289","96.601","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00808","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00288","96.616","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00809","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00287","98.297","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00810","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00286","95.866","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00811","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00285","96.764","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00812","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00284","98.856","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00813","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00283","97.384","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00814","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00282","97.548","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00816","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00278","97.621","99.8602375960866"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00817","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00277","93.333","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00818","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00276","99.39","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00819","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00275","98.495","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00820","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00274","98.742","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00821","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00273","97.294","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00822","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00272","97.719","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00823","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00271","98.22","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00824","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00270","97.94","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00825","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00269","98.222","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00826","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00268","93.057","100.193236714976"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00827","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00267","95.331","99.6124031007752"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00829","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00265","95.765","100.130463144162"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00830","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00264","97.518","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00831","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00263","96.398","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00832","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00262","97.664","100.075414781297"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00833","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00261","98.881","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00834","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00260","98.239","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00835","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00259","98.765","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00836","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00258","99.259","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00837","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00257","99.537","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00838","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00256","96.101","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00839","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00255","98.454","99.4871794871795"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00844","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00251","98.148","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00845","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00250","97.503","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00846","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00249","93.786","100.082918739635"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00847","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00248","97.372","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00848","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00247","95.843","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00849","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00246","91.562","100.156494522692"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00850","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00245","97.11","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00851","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00244","94.426","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00852","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00243","96.382","100.042087542088"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00854","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00242","98.832","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00855","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00241","95.273","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00856","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00240","78.741","77.8985971658477"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00858","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00239","95.168","99.7648442092887"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00860","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00238","97.467","99.5098039215686"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00861","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00237","94.995","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00862","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00236","93.16","100.326797385621"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00864","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00235","97.72","99.3579624795094"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00865","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00234","98.106","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00866","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00233","94.7205","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00867","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00230","93.989","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00869","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00229","96.399","100.048030739673"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00870","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00228","94.404","100.92274324887"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00871","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00227","98.801","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00872","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00225","96.884","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00873","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00224","96.585","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00874","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00223","98.205","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00875","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00222","98.901","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00876","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00221","98.462","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00877","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00220","98.585","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00878","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00219","96.92","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00879","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00218","96.628","100.068870523416"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00880","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00217","98.211","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00881","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00216","97.45","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00882","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00215","97.778","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00883","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00214","94.222","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00884","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00213","86.905","87.6842640331131"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00885","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00212","97.427","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00886","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00211","99.444","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00887","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00210","97.013","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00888","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00209","94.97","99.7050147492625"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00889","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00208","97.772","99.7530864197531"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00890","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00207","98.517","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00891","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00206","97.145","99.749373433584"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00892","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00205","97.049","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00893","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00204","96.047","92.7966811934294"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00893","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00204","98.0235","48.7177338250084"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00893","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00204","98.0235","50.1215219577606"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00893","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00204","100","6.04257458933959"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00894","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00203","92.49","100.190476190476"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00895","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00202","97.783","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00896","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00201","95.227","98.2079524930217"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00898","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00199","93.765","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00899","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00198","93.816","99.3263442815012"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00900","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00197","94.582","100.053676865271"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00901","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00196","92.754","90.539494062984"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00902","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00195","96.778","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00903","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00194","96.677","92.8"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00905","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00193","98.298","66.8426560121765"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00906","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00192","95.489","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00907","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00191","97.235","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00908","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00190","97.037","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00909","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00189","97.554","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00910","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00188","96.586","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00911","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00187","98.364","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00912","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00186","96.682","100.11862396204"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00913","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00185","98.958","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00914","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00184","97.981","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00915","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00183","97.868","99.7973657548126"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00916","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00182","95.455","95.0870646766169"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00917","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00181","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00918","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00180","98.684","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00919","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00179","96.783","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00920","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00178","97.643","99.8760842627014"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00921","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00177","95.135","97.045760800814"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00922","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00176","99.117","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00923","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00175","94.817","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00924","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00174","99.014","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00925","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00173","98.475","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00926","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00172","98.522","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00927","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00171","98.403","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00928","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00170","98.127","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00929","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00169","95.91","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00930","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00168","98.291","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00932","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00167","88.979","82.3586311802599"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00933","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00166","89.13","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00935","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00164","91.972","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00936","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00163","96.667","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00937","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00162","90.339","100.165425971878"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00938","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00161","95.624","99.2337164750958"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00939","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00160","97.502","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00940","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00159","97.506","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00941","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00158","97.892","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00942","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00157","97.251","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00943","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00156","94.99","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00944","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00155","90.544","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00945","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00154","95.862","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00946","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00153","94.853","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00947","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00152","92.956","100.052994170641"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00948","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00151","95.587","72.7965421780223"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00948","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00151","95.362","50.4926206093948"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00948","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00151","95.362","50.9740002115954"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00948","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00151","95.137","28.670078642968"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00949","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00150","97.07","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00950","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00149","97.512","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00951","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00148","96.891","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00952","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00147","98.649","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00953","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00146","96.513","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00954","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00144","96.728","99.7722095671982"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00955","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00143","97.549","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00956","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00142","96.996","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00957","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00141","96.619","100.084602368866"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00958","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00140","97.637","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00959","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00139","95.542","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00962","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00138","97.559","99.9096657633243"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00966","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00133","96.145","99.2193598750976"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00967","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00132","96.882","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00968","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00131","96.517","99.2592592592593"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00969","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00130","96.5","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00970","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00129","98.021","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00971","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00128","96.512","100.071225071225"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00972","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00127","98.894","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00973","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00126","98.366","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00975","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00123","99.931","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00976","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00122","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00978","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00120","95.509","100.25974025974"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00979","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00119","94.595","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00980","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00118","96.209","96.6792631081719"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00982","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00116","98.667","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00983","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00115","97.917","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00984","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00114","98.374","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00985","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00113","99.852","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00986","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00112","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00987","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00111","100","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00988","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00110","99.878","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00989","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00109","98.095","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00990","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00108","97.548","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00991","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00107","97.861","99.896694214876"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00992","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00106","97.275","99.9264164827079"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00993","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00105","99.206","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00994","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00104","96.92","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00995","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00103","96.216","99.7304582210243"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00996","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00102","96.133","99.7245179063361"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00998","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00100","98.86","99.4331065759637"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_00999","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00099","97.403","100"
"131980_spades_pomoxis_polished_min2000","HKMHBKFO_01000","JMF18_spades_pomoxis_polished_min2000","KHAFFMAE_00098","97.917","100"
